1 experiment
289 experiment
DFS:,464,22547
BFS:,74,3224
BestFS:,140,3776
AStar:,74,3223

290 experiment
DFS:,2753,136570
BFS:,149,7229
BestFS:,301,8062
AStar:,149,7361

291 experiment
DFS:,1456,70290
BFS:,122,5676
BestFS:,172,4664
AStar:,122,5673

292 experiment
DFS:,391,19157
BFS:,87,4056
BestFS:,141,4053
AStar:,87,4325

293 experiment
DFS:,2025,97569
BFS:,133,6311
BestFS:,245,6583
AStar:,133,6717

294 experiment
DFS:,316,14696
BFS:,72,3474
BestFS:,114,3153
AStar:,72,3427

295 experiment
DFS:,682,33892
BFS:,82,4049
BestFS:,126,3566
AStar:,82,4247

296 experiment
DFS:,622,30945
BFS:,72,3438
BestFS:,90,2848
AStar:,72,3864

297 experiment
DFS:,670,33703
BFS:,106,5275
BestFS:,180,5117
AStar:,106,5530

298 experiment
DFS:,2885,140630
BFS:,149,6965
BestFS:,211,6150
AStar:,149,6884

299 experiment
DFS:,550,27444
BFS:,70,3854
BestFS:,98,3124
AStar:,70,3348

300 experiment
DFS:,1644,78571
BFS:,114,5303
BestFS:,178,5230
AStar:,114,5264

301 experiment
DFS:,129,6495
BFS:,47,2116
BestFS:,71,1907
AStar:,47,2436

302 experiment
DFS:,900,43481
BFS:,100,4534
BestFS:,192,5173
AStar:,100,4836

303 experiment
DFS:,695,34047
BFS:,79,3644
BestFS:,99,2853
AStar:,79,3500

304 experiment
DFS:,986,48126
BFS:,98,4464
BestFS:,180,5030
AStar:,98,4813

305 experiment
DFS:,3936,191434
BFS:,176,9223
BestFS:,372,9555
AStar:,176,8778

306 experiment
DFS:,2574,124734
BFS:,142,7158
BestFS:,202,5693
AStar:,142,6881

307 experiment
DFS:,989,46122
BFS:,93,4057
BestFS:,207,5006
AStar:,93,4532

308 experiment
DFS:,2065,99560
BFS:,133,6405
BestFS:,261,6975
AStar:,133,6359

309 experiment
DFS:,455,22295
BFS:,77,3832
BestFS:,97,2738
AStar:,77,3791

310 experiment
DFS:,2521,122989
BFS:,141,6907
BestFS:,351,9671
AStar:,141,7628

311 experiment
DFS:,615,29587
BFS:,95,4838
BestFS:,139,3753
AStar:,95,4885

312 experiment
DFS:,421,20921
BFS:,57,3205
BestFS:,83,2409
AStar:,57,2918

313 experiment
DFS:,1190,57729
BFS:,98,5043
BestFS:,136,3832
AStar:,98,4620

314 experiment
DFS:,934,45421
BFS:,98,4826
BestFS:,154,4328
AStar:,98,4770

315 experiment
DFS:,303,15608
BFS:,105,4670
BestFS:,173,5658
AStar:,105,5118

316 experiment
DFS:,493,23038
BFS:,59,2695
BestFS:,87,2340
AStar:,59,3094

317 experiment
DFS:,726,35584
BFS:,82,3874
BestFS:,126,3814
AStar:,82,3885

318 experiment
DFS:,949,45822
BFS:,97,4506
BestFS:,161,4826
AStar:,97,4744

319 experiment
DFS:,2443,118490
BFS:,139,6965
BestFS:,221,5907
AStar:,139,6255

320 experiment
DFS:,100,5399
BFS:,36,1825
BestFS:,48,1801
AStar:,36,1945

321 experiment
DFS:,1091,53559
BFS:,107,5196
BestFS:,185,4766
AStar:,107,5387

322 experiment
DFS:,1517,73167
BFS:,117,5798
BestFS:,159,4111
AStar:,117,5820

323 experiment
DFS:,85,3914
BFS:,33,1247
BestFS:,45,1096
AStar:,33,1548

324 experiment
DFS:,975,48283
BFS:,93,4180
BestFS:,181,4974
AStar:,93,4436

325 experiment
DFS:,1121,53177
BFS:,97,4667
BestFS:,141,3677
AStar:,97,4856

326 experiment
DFS:,916,44325
BFS:,90,4206
BestFS:,146,3611
AStar:,90,3893

327 experiment
DFS:,224,10770
BFS:,52,2512
BestFS:,86,2466
AStar:,52,2710

328 experiment
DFS:,1423,68126
BFS:,121,6492
BestFS:,207,5557
AStar:,121,6107

329 experiment
DFS:,1713,82870
BFS:,129,6263
BestFS:,191,5023
AStar:,129,6220

330 experiment
DFS:,92,4584
BFS:,32,1554
BestFS:,40,1165
AStar:,32,1715

331 experiment
DFS:,4455,217460
BFS:,187,9298
BestFS:,341,9356
AStar:,187,8770

332 experiment
DFS:,2376,115909
BFS:,136,6205
BestFS:,214,5544
AStar:,136,6657

333 experiment
DFS:,4301,208026
BFS:,185,8498
BestFS:,351,9596
AStar:,185,9719

334 experiment
DFS:,264,13176
BFS:,60,2933
BestFS:,92,2863
AStar:,60,3360

335 experiment
DFS:,1511,72341
BFS:,119,5428
BestFS:,165,4426
AStar:,119,5828

336 experiment
DFS:,355,17044
BFS:,51,2509
BestFS:,83,2337
AStar:,51,2300

337 experiment
DFS:,466,22571
BFS:,76,3500
BestFS:,118,3642
AStar:,76,3312

338 experiment
DFS:,826,39298
BFS:,84,4535
BestFS:,146,4037
AStar:,84,4017

339 experiment
DFS:,3199,154237
BFS:,159,7350
BestFS:,197,5358
AStar:,159,7742

340 experiment
DFS:,1923,94160
BFS:,123,6126
BestFS:,213,5983
AStar:,123,5620

341 experiment
DFS:,2234,109766
BFS:,134,6755
BestFS:,228,6095
AStar:,134,6070

342 experiment
DFS:,4093,197194
BFS:,177,8779
BestFS:,239,6237
AStar:,177,9227

343 experiment
DFS:,3376,162810
BFS:,164,7512
BestFS:,244,6140
AStar:,164,8117

344 experiment
DFS:,1220,60072
BFS:,100,5034
BestFS:,156,4353
AStar:,100,5282

345 experiment
DFS:,139,6345
BFS:,35,1712
BestFS:,43,1364
AStar:,35,1807

346 experiment
DFS:,115,5586
BFS:,43,2385
BestFS:,65,1953
AStar:,43,2114

347 experiment
DFS:,2048,97805
BFS:,134,6528
BestFS:,172,4574
AStar:,134,6288

348 experiment
DFS:,1365,65054
BFS:,119,5727
BestFS:,183,5069
AStar:,119,5731

349 experiment
DFS:,595,29054
BFS:,75,3600
BestFS:,123,3592
AStar:,75,3561

350 experiment
DFS:,643,31777
BFS:,103,4833
BestFS:,151,4267
AStar:,103,4668

351 experiment
DFS:,491,23505
BFS:,91,3825
BestFS:,139,3903
AStar:,91,3886

352 experiment
DFS:,1824,88591
BFS:,120,5678
BestFS:,270,7327
AStar:,120,6158

353 experiment
DFS:,2575,123680
BFS:,143,6935
BestFS:,221,6019
AStar:,143,6753

354 experiment
DFS:,245,11758
BFS:,47,2563
BestFS:,69,1910
AStar:,47,2417

355 experiment
DFS:,338,16112
BFS:,74,3568
BestFS:,118,3491
AStar:,74,3275

356 experiment
DFS:,1944,93618
BFS:,124,6387
BestFS:,186,5183
AStar:,124,6076

357 experiment
DFS:,3472,166855
BFS:,166,7835
BestFS:,328,8333
AStar:,166,8194

358 experiment
DFS:,239,11234
BFS:,47,2217
BestFS:,71,1674
AStar:,47,2193

359 experiment
DFS:,3333,161931
BFS:,165,8142
BestFS:,219,5773
AStar:,165,7045

360 experiment
DFS:,908,45291
BFS:,92,4410
BestFS:,178,4642
AStar:,92,4706

361 experiment
DFS:,690,33214
BFS:,74,3530
BestFS:,128,3394
AStar:,74,3744

362 experiment
DFS:,871,41898
BFS:,87,4272
BestFS:,123,3264
AStar:,87,4618

363 experiment
DFS:,128,6181
BFS:,32,1530
BestFS:,44,1468
AStar:,32,1480

364 experiment
DFS:,166,8252
BFS:,34,1852
BestFS:,42,1446
AStar:,34,1743

365 experiment
DFS:,3855,186406
BFS:,175,8425
BestFS:,607,16328
AStar:,175,9288

366 experiment
DFS:,163,8289
BFS:,57,2911
BestFS:,73,2319
AStar:,57,3198

367 experiment
DFS:,629,31434
BFS:,101,5198
BestFS:,151,3742
AStar:,101,5266

368 experiment
DFS:,628,29577
BFS:,100,4611
BestFS:,156,4480
AStar:,100,4492

369 experiment
DFS:,725,35173
BFS:,85,4353
BestFS:,119,3000
AStar:,85,4388

370 experiment
DFS:,3157,152770
BFS:,155,7296
BestFS:,231,6248
AStar:,155,7333

371 experiment
DFS:,1159,55729
BFS:,97,4956
BestFS:,159,4243
AStar:,97,5200

372 experiment
DFS:,2325,112888
BFS:,135,6611
BestFS:,183,4660
AStar:,135,6491

373 experiment
DFS:,1353,65534
BFS:,105,4735
BestFS:,141,4225
AStar:,105,5014

374 experiment
DFS:,3266,158267
BFS:,158,7551
BestFS:,238,6462
AStar:,158,7340

375 experiment
DFS:,526,25806
BFS:,70,3581
BestFS:,100,3115
AStar:,70,3832

376 experiment
DFS:,1229,61452
BFS:,109,5885
BestFS:,205,6158
AStar:,109,5549

377 experiment
DFS:,610,30404
BFS:,104,5230
BestFS:,150,3672
AStar:,104,5308

378 experiment
DFS:,2796,136543
BFS:,150,7369
BestFS:,242,6220
AStar:,150,7527

379 experiment
DFS:,1673,80515
BFS:,113,5410
BestFS:,187,4895
AStar:,113,5469

380 experiment
DFS:,185,9183
BFS:,45,2500
BestFS:,71,2114
AStar:,45,1797

381 experiment
DFS:,1419,67191
BFS:,123,5962
BestFS:,223,6231
AStar:,123,6050

382 experiment
DFS:,4656,223190
BFS:,192,9103
BestFS:,266,7590
AStar:,192,9416

383 experiment
DFS:,2343,114344
BFS:,135,7025
BestFS:,177,4671
AStar:,135,6434

384 experiment
DFS:,3724,180383
BFS:,172,8355
BestFS:,324,8653
AStar:,172,8386

385 experiment
DFS:,2605,128140
BFS:,145,6577
BestFS:,301,8765
AStar:,145,7125

386 experiment
DFS:,611,29252
BFS:,67,3609
BestFS:,105,3519
AStar:,67,3412

387 experiment
DFS:,889,42750
BFS:,89,3961
BestFS:,127,3464
AStar:,89,4617

388 experiment
DFS:,4018,191461
BFS:,178,8986
BestFS:,258,6750
AStar:,178,8457

389 experiment
DFS:,893,45286
BFS:,111,5785
BestFS:,177,5457
AStar:,111,5907

390 experiment
DFS:,1546,76582
BFS:,122,5852
BestFS:,252,7471
AStar:,122,5629

391 experiment
DFS:,1032,48586
BFS:,112,5391
BestFS:,184,5275
AStar:,112,5289

392 experiment
DFS:,485,22044
BFS:,65,3311
BestFS:,77,1962
AStar:,65,3311

393 experiment
DFS:,928,45297
BFS:,88,4347
BestFS:,124,2948
AStar:,88,4281

394 experiment
DFS:,898,42937
BFS:,86,4498
BestFS:,110,2825
AStar:,86,4458

395 experiment
DFS:,1282,61899
BFS:,102,4898
BestFS:,146,3777
AStar:,102,5172

396 experiment
DFS:,856,42024
BFS:,86,4484
BestFS:,176,5206
AStar:,86,4162

397 experiment
DFS:,1044,50600
BFS:,90,3928
BestFS:,128,3795
AStar:,90,4810

398 experiment
DFS:,1825,89765
BFS:,121,6142
BestFS:,261,7045
AStar:,121,5896

399 experiment
DFS:,4466,212978
BFS:,188,9759
BestFS:,454,11466
AStar:,188,9281

400 experiment
DFS:,1241,59413
BFS:,101,4626
BestFS:,159,3953
AStar:,101,4400

401 experiment
DFS:,2500,121538
BFS:,148,7639
BestFS:,184,4911
AStar:,148,7249

402 experiment
DFS:,3664,178769
BFS:,168,7717
BestFS:,300,8167
AStar:,168,8979

403 experiment
DFS:,3469,167988
BFS:,163,7737
BestFS:,325,8604
AStar:,163,7693

404 experiment
DFS:,127,6230
BFS:,47,2721
BestFS:,67,2223
AStar:,47,2766

405 experiment
DFS:,494,24117
BFS:,70,3481
BestFS:,108,3190
AStar:,70,3440

406 experiment
DFS:,1977,96916
BFS:,129,5823
BestFS:,183,4842
AStar:,129,6630

407 experiment
DFS:,427,21093
BFS:,57,3184
BestFS:,73,1864
AStar:,57,2763

408 experiment
DFS:,251,11214
BFS:,41,1626
BestFS:,41,1028
AStar:,41,2079

409 experiment
DFS:,1859,90282
BFS:,119,5885
BestFS:,157,3733
AStar:,119,5831

410 experiment
DFS:,1394,68309
BFS:,118,5966
BestFS:,180,5096
AStar:,118,5703

411 experiment
DFS:,250,12001
BFS:,50,2388
BestFS:,84,2308
AStar:,50,2368

412 experiment
DFS:,2603,124289
BFS:,143,7009
BestFS:,207,4977
AStar:,143,7178

413 experiment
DFS:,410,19704
BFS:,90,4219
BestFS:,152,4550
AStar:,90,4434

414 experiment
DFS:,671,33099
BFS:,81,3802
BestFS:,97,2772
AStar:,81,3752

415 experiment
DFS:,918,43125
BFS:,86,3960
BestFS:,130,3131
AStar:,86,3934

416 experiment
DFS:,1275,62848
BFS:,113,5668
BestFS:,219,6303
AStar:,113,5274

417 experiment
DFS:,1065,53714
BFS:,115,5813
BestFS:,181,5190
AStar:,115,5382

418 experiment
DFS:,1802,86778
BFS:,122,5932
BestFS:,236,6252
AStar:,122,5883

419 experiment
DFS:,2321,114169
BFS:,137,6909
BestFS:,321,9431
AStar:,137,6681

420 experiment
DFS:,2348,113563
BFS:,136,6632
BestFS:,290,7882
AStar:,136,7047

421 experiment
DFS:,3008,144400
BFS:,158,7403
BestFS:,238,6332
AStar:,158,8103

422 experiment
DFS:,2188,106626
BFS:,134,5936
BestFS:,278,7435
AStar:,134,6776

423 experiment
DFS:,2029,98391
BFS:,125,6015
BestFS:,191,5525
AStar:,125,6311

424 experiment
DFS:,2540,122572
BFS:,140,6924
BestFS:,250,6644
AStar:,140,6568

425 experiment
DFS:,568,27075
BFS:,64,2823
BestFS:,96,2744
AStar:,64,2903

426 experiment
DFS:,1327,66052
BFS:,111,5681
BestFS:,217,5717
AStar:,111,6064

427 experiment
DFS:,338,16610
BFS:,74,3571
BestFS:,96,3176
AStar:,74,3813

428 experiment
DFS:,351,17403
BFS:,55,2463
BestFS:,69,1735
AStar:,55,2789

429 experiment
DFS:,539,26529
BFS:,71,3424
BestFS:,87,2900
AStar:,71,3131

430 experiment
DFS:,148,7247
BFS:,52,2360
BestFS:,70,2132
AStar:,52,2512

431 experiment
DFS:,1210,58072
BFS:,100,4909
BestFS:,182,4654
AStar:,100,4960

432 experiment
DFS:,2293,112596
BFS:,133,6451
BestFS:,255,6704
AStar:,133,6590

433 experiment
DFS:,2884,139029
BFS:,148,7032
BestFS:,202,5503
AStar:,148,7619

434 experiment
DFS:,2788,136906
BFS:,148,7784
BestFS:,308,8484
AStar:,148,7733

435 experiment
DFS:,2140,102925
BFS:,138,7357
BestFS:,206,5697
AStar:,138,6257

436 experiment
DFS:,1329,65525
BFS:,105,5037
BestFS:,177,4988
AStar:,105,4749

437 experiment
DFS:,92,4870
BFS:,34,1837
BestFS:,44,1542
AStar:,34,1785

438 experiment
DFS:,674,32464
BFS:,74,3242
BestFS:,114,2867
AStar:,74,3516

439 experiment
DFS:,880,42212
BFS:,100,4538
BestFS:,166,4358
AStar:,100,4565

440 experiment
DFS:,1550,74269
BFS:,110,5484
BestFS:,138,3500
AStar:,110,5453

441 experiment
DFS:,2374,112032
BFS:,142,6342
BestFS:,220,5618
AStar:,142,7167

442 experiment
DFS:,949,45788
BFS:,85,4143
BestFS:,147,4108
AStar:,85,4677

443 experiment
DFS:,2638,127750
BFS:,146,6727
BestFS:,296,8414
AStar:,146,7400

444 experiment
DFS:,78,3900
BFS:,22,860
BestFS:,26,671
AStar:,22,1105

445 experiment
DFS:,1728,84927
BFS:,126,5963
BestFS:,208,5950
AStar:,126,6435

446 experiment
DFS:,1028,49500
BFS:,116,5274
BestFS:,212,6088
AStar:,116,5970

447 experiment
DFS:,3419,164519
BFS:,163,8235
BestFS:,239,6905
AStar:,163,8080

448 experiment
DFS:,4408,213522
BFS:,184,8700
BestFS:,348,8917
AStar:,184,8548

449 experiment
DFS:,3483,171600
BFS:,163,8325
BestFS:,295,7560
AStar:,163,8299

450 experiment
DFS:,469,22067
BFS:,89,4389
BestFS:,133,3493
AStar:,89,4406

451 experiment
DFS:,988,47654
BFS:,88,4073
BestFS:,142,4181
AStar:,88,3884

452 experiment
DFS:,523,25495
BFS:,75,3321
BestFS:,129,3535
AStar:,75,3694

453 experiment
DFS:,1273,60451
BFS:,105,4730
BestFS:,177,4943
AStar:,105,4964

454 experiment
DFS:,1321,62631
BFS:,101,4699
BestFS:,117,3549
AStar:,101,5281

455 experiment
DFS:,2424,117273
BFS:,144,7534
BestFS:,224,5604
AStar:,144,7343

456 experiment
DFS:,357,17409
BFS:,57,3060
BestFS:,71,2000
AStar:,57,2734

457 experiment
DFS:,756,35722
BFS:,76,3972
BestFS:,122,3362
AStar:,76,3416

458 experiment
DFS:,56,2668
BFS:,22,1079
BestFS:,28,959
AStar:,22,1073

459 experiment
DFS:,2549,122729
BFS:,149,7096
BestFS:,209,5609
AStar:,149,7263

460 experiment
DFS:,491,22850
BFS:,71,3297
BestFS:,113,2850
AStar:,71,3489

461 experiment
DFS:,205,10422
BFS:,73,3838
BestFS:,101,3154
AStar:,73,3832

462 experiment
DFS:,595,27445
BFS:,75,3508
BestFS:,145,4105
AStar:,75,3778

463 experiment
DFS:,1200,59110
BFS:,96,5237
BestFS:,136,3647
AStar:,96,4713

464 experiment
DFS:,3328,164538
BFS:,160,7537
BestFS:,226,6328
AStar:,160,8216

465 experiment
DFS:,2495,122128
BFS:,143,7039
BestFS:,195,4984
AStar:,143,6760

466 experiment
DFS:,1698,81624
BFS:,114,4976
BestFS:,178,4333
AStar:,114,5361

467 experiment
DFS:,252,12237
BFS:,42,2162
BestFS:,70,2035
AStar:,42,2005

468 experiment
DFS:,1676,80521
BFS:,116,5268
BestFS:,142,3807
AStar:,116,5760

469 experiment
DFS:,2652,127257
BFS:,144,7678
BestFS:,256,6711
AStar:,144,7002

470 experiment
DFS:,148,6451
BFS:,34,1711
BestFS:,46,1391
AStar:,34,1781

471 experiment
DFS:,931,44951
BFS:,91,4643
BestFS:,161,4532
AStar:,91,4466

472 experiment
DFS:,793,38189
BFS:,89,4335
BestFS:,121,3336
AStar:,89,4198

473 experiment
DFS:,1236,60458
BFS:,102,5393
BestFS:,178,4400
AStar:,102,4896

474 experiment
DFS:,1311,65209
BFS:,105,5583
BestFS:,197,6044
AStar:,105,4733

475 experiment
DFS:,1889,90202
BFS:,119,5727
BestFS:,173,4550
AStar:,119,5658

476 experiment
DFS:,546,26058
BFS:,90,4546
BestFS:,148,4148
AStar:,90,4558

477 experiment
DFS:,180,8309
BFS:,36,1535
BestFS:,42,829
AStar:,36,1772

478 experiment
DFS:,1290,60401
BFS:,102,4583
BestFS:,148,4262
AStar:,102,4913

479 experiment
DFS:,422,20917
BFS:,62,2992
BestFS:,92,2828
AStar:,62,3279

480 experiment
DFS:,2218,107227
BFS:,130,6454
BestFS:,324,8441
AStar:,130,6189

481 experiment
DFS:,817,38642
BFS:,81,3784
BestFS:,145,3797
AStar:,81,4014

482 experiment
DFS:,1318,64318
BFS:,114,5240
BestFS:,146,4082
AStar:,114,5715

483 experiment
DFS:,936,45734
BFS:,106,5348
BestFS:,194,5214
AStar:,106,5326

484 experiment
DFS:,3647,175907
BFS:,167,8091
BestFS:,297,7699
AStar:,167,7832

485 experiment
DFS:,1424,67057
BFS:,110,5698
BestFS:,130,3307
AStar:,110,5158

486 experiment
DFS:,1420,67790
BFS:,124,6379
BestFS:,270,7577
AStar:,124,5860

487 experiment
DFS:,1294,61990
BFS:,104,4955
BestFS:,136,3855
AStar:,104,5324

488 experiment
DFS:,1077,52352
BFS:,105,4871
BestFS:,163,4573
AStar:,105,5359

489 experiment
DFS:,1849,87676
BFS:,121,5641
BestFS:,201,4937
AStar:,121,6075

490 experiment
DFS:,3625,174143
BFS:,169,8574
BestFS:,353,8978
AStar:,169,8028

491 experiment
DFS:,79,3926
BFS:,31,1349
BestFS:,41,1389
AStar:,31,1622

492 experiment
DFS:,854,41641
BFS:,80,3722
BestFS:,106,3096
AStar:,80,3912

493 experiment
DFS:,1651,79040
BFS:,115,5276
BestFS:,143,4019
AStar:,115,5691

494 experiment
DFS:,558,26155
BFS:,82,3946
BestFS:,138,3770
AStar:,82,4206

495 experiment
DFS:,4275,207504
BFS:,183,8930
BestFS:,289,7614
AStar:,183,9450

496 experiment
DFS:,169,8004
BFS:,33,1446
BestFS:,41,1077
AStar:,33,1592

497 experiment
DFS:,21,915
BFS:,11,534
BestFS:,11,483
AStar:,11,603

498 experiment
DFS:,1581,76248
BFS:,111,5678
BestFS:,141,3923
AStar:,111,5377

499 experiment
DFS:,1387,66702
BFS:,107,4617
BestFS:,191,4652
AStar:,107,5202

500 experiment
DFS:,296,14929
BFS:,68,2904
BestFS:,100,3131
AStar:,68,3215

